Feature,Coefficient,Absolute
year,4.333333333333337,4.333333333333337
avg_lag,-1.2191505025767413,1.2191505025767413
event_count,-0.23875608709660834,0.23875608709660834
avg_impact,0.14758444307552554,0.14758444307552554
high_confidence_events,-0.03470041551685868,0.03470041551685868
